NYX Glam Lipstick Aqua Luxe  Jet Set Glsa07,NYX,0800897815585,Decadent formula with rich pigment for stunning lips. Infused with a luminous shimmer for a brilliant sparkle.
NYX Cosmetics Mega Shine Lip Gloss - Baby Rose,NYX,9999999999999,NYX Cosmetics is available in 43 countries world wide and is fast becoming the number one best seller in cosmetics. NYX is inspired by the Greek Goddess NYX from Greek Mythology â also known as the Goddess of the Night. Ruling after nightfall  she is the ultimate symbol of power and beauty. NYX have created their products using the Goddess NYX as their inspiration. NYX aim to provide a high quality line of colour cosmetics that are available not only for professional make-up artists but also everyday women. Through intensive research  NYX are able to provide beauty products that are affordable and of top professional quality. NYX products are suitable for all skin types and also all skin tones. NYX have colour combinations that can give the potential to create looks ranging from natural to dramatic. Designers at NYX are always looking to improve their products and to release new products that will challenge our everyday thinking of cosmetics. NYX is growing in reputation every day and is becoming firm favourites among many women. There are so many products in every colour shade you can think of. Whatever the occasion  there will be a suitable NYX product to suit. With quality and innovation a constant  NYX is set apart in the world of beauty and fashion.
NYX Soft Matte Lip Cream - Madrid - SMLC 27 Cranberry Red 0.27 fl. oz 8 ml,NYX,9999999999999,NYX - Matte Lip Cream /Madrid - Cranberry Red  0.27 fl. oz. 8 mL  Neither Lipstick nor lip gloss  this matte lip cream is a new kind of lip colour that goes on silky smooth and sets to a matte finish. Soft Matte Lip Cream is surprisingly durable and  unlike some matte lipstick formulas  also moisturising. What it is : HIGHLY PIGMENTED  MATTE LIP CREAM What it does : Creates various matte lip looks Why we love it : Delightfully creamy and lightweight  our award winning line just expanded with two captivating new shades How to use : Apply directly to lips  or over lipstick. Apply with lip liner to define outline of lips. **Please understand colour may varies due to the monitor of the computer.
NYX Soft Matte Lip Cream - Berlin - SMLC 23 Medium Warm Brown 0.27 fl. oz 8 ml,NYX,9999999999999,NYX - Matte Lip Cream /Berlin - Medium Warm Brown & quot;0.27 fl. oz. 8 mL  Neither Lipstick nor lip gloss  this matte lip cream is a new kind of lip colour that goes on silky smooth and sets to a matte finish. Soft Matte Lip Cream is surprisingly durable and  unlike some matte lipstick formulas  also moisturising. What it is : HIGHLY PIGMENTED  MATTE LIP CREAM What it does : Creates various matte lip looks Why we love it : Delightfully creamy and lightweight  our award winning line just expanded with two captivating new shades How to use : Apply directly to lips  or over lipstick. Apply with lip liner to define outline of lips. **Please understand colour may varies due to the monitor of the computer.
NYX Soft Matte Lip Cream - Moscow- SMLC 31 Navy Blue 0.27 fl. oz 8 ml,NYX,9999999999999,NYX - Matte Lip Cream /Moscow - Navy Blue  0.27 fl. oz. 8 mL  Neither Lipstick nor lip gloss  this matte lip cream is a new kind of lip colour that goes on silky smooth and sets to a matte finish. Soft Matte Lip Cream is surprisingly durable and  unlike some matte lipstick formulas  also moisturising. What it is : HIGHLY PIGMENTED  MATTE LIP CREAM What it does : Creates various matte lip looks Why we love it : Delightfully creamy and lightweight  our award winning line just expanded with two captivating new shades How to use : Apply directly to lips  or over lipstick. Apply with lip liner to define outline of lips. **Please understand colour may varies due to the monitor of the computer.
NYX Cosmetics Diamond Sparkle Lipstick,NYX,0800897120573,1 x NYX Cosmetics diamond sparkle lipstick flamingo
NYX Lip Pencil Set of 2  Nude Truffle(855) & Natural(810) (SPLSet08),NYX,0736902408438,NYX s Lip Pencil is just what you need to finish off that prefect lip look! Infused with coconut oil  this lip pencil glides on smoothly  and hydrates your lips. The Creamy formula blends easily  and provides long-lasting wear that does not feather or bleed! Works great with all lipsticks  or glosses! Match them with the prefect NYX lipstick or gloss for a stunning lip look!
NYX Round Case Lipstick Lip Cream - 612 Lala (Pack of 3),NYX,0725410792467,NYX Round Case Lipstick Lip Cream - 612 Lala (Pack of 3)
NYX Cosmetics Round Lip Gloss #05 Sparkle,NYX,0619828718310,NYX long last round lip gloss are available in 36 beautiful colours. The colour in the bottle if the colour on. It gives you the silky smooth feeling with great smell.
NYX Cosmetics Jumbo Lip Pencil - Hot Red,NYX,9999999999999,Jumbo lip pencils can be used for lining  as well as a lipstick. Containing mineral oils and powders  the pencils do not dry out your lips and apply smoothly  without pulling or tugging.
Long Lip Pencil by NYX Cosmetics LPL19 Prune,NYX,0800897119324,The first step to radiant lips. This pencil will define your lips with beautiful colours!
NYX Mood Lip Gloss Smile Brightener MLG04,NYX,9999999999999,In the mood for love. This astonishing lip gloss goes on clear and then self-adjusts in just five seconds to a gorgeous shade of reddish pink. NYX Mood Lip Gloss a real transformer and a reliable performer. Net wt. 9g10ml
NYX Mechanical Lip Pencil  Sienna,NYX,0800897143473,Take your look to a whole new level of beautiful by emphasising your eyes! The creamy texture of our mechanical pencil for eyes delivers intense pigmentation while it moisturises. The formula is renowned for its lasting power. Illuminate your eyes with a variety of 15 mesmerising eye shades!
NYX Round Case Lipstick Lip Cream 552 Creamy Beige,NYX,0800897108465,NYX Cosmetics Round Lipstick Lip Cream 552 Creamy Beige. A velvet-textured lipstick formulated with mineral oils to provide moisturising benefits and rich colours. NYX s top selling lipstick  the Round Lipstick offers long-lasting  non-smudging colour.
