,NARS Lipstick - Mindgame (Sheer) - 3.4g/5ml,NARS,97391026023,Provides wide range of sheer  natural tint colours Translucent formula Contains micro-bubble spheres that continually release lip conditioners Non-drying formula & extra long wearing Nourishing with vitamin E,http://rcdn-2.fishpond.co.nz/0036/628/199/160164245/6.jpeg,lipstick
,NARS Velvet Lip Glide in Le Palace (TRAVEL SIZE),NARS,607845258155,Covetable comfort meets confident colour in a high-pigment formula that glides like a gloss  cloaks like a lipstick—and feels like nothing else. Semi-matte colour glides on a stays supple without drying or feeling sticky. Developed with Oil Infusion Complex  an innovative concentration of precious oils  fused to create a smooth-glide effect. Fully coats lips on contact with smooth  saturated  semi-matte style.,http://rcdn-4.fishpond.co.nz/0133/996/984/288092653/6.jpeg,lipstick
,NARS Lip Gloss # ANGELIKA 10ml / 8 g UNBOXED,NARS,607845916567,NARS Lip Gloss # ANGELIKA 10ml / 8 g NEW ITEM. UNBOXED (NO BOX). NEVER BEEN USED. 100% ORIGINAL. FAST FREE,http://rcdn-3.fishpond.co.nz/0136/066/810/296606870/6.jpeg,lipstick
,NARS Lip Gloss # WONDER 5ml / 7 g NEW UNBOXED,NARS,607845916611,NARS Lip Gloss # WONDER 5ml / 7 g NEW ITEM. UNBOXED (NO BOX). NEVER BEEN USED. 100% ORIGINAL. FAST FREE,http://rcdn-2.fishpond.co.nz/0136/066/809/296600557/6.jpeg,lipstick
,Lipstick - Niagara (Satin) 3.4g5ml,NARS,676789678916,Provides wide range of creamy silky colours Contains micro-bubble spheres that continually release lip conditioners Non-drying formula & extra long wearing Nourishing with vitamin E Makes your lips healthy & attractive,http://rcdn-3.fishpond.co.nz/0133/391/782/285421192/6.jpeg,lipstick
,Lip Gloss  Odalisque 0.19 oz (5.6 ml),NARS,9999999999999,Outrageously lustrous colour meets serious shine. Stay-in-place dramatic shade glides on smoothly and evenly for lips that are more luminous and voluminous than ever before. Long-lasting  high-shine hues are infused with ingredients to nourish and fight free radicals while natural lip enhancers pump up the volume. A new  shorter bristle brush delivers the most precise application possible. However you want to express yourself  Larger Than Life Lip Gloss says it boldly  brilliantly  brazenly.,http://rcdn-4.fishpond.co.nz/0068/237/861/194671903/6.jpeg,lipstick
,NARS Lipstick Tzigane 3.4g5ml,NARS,20548302602,Lipstick - Blonde Venus ( Satin ),http://rcdn-2.fishpond.co.nz/0129/449/597/272835985/6.jpeg,lipstick
,NARS Lipstick - Trans Siberian (Semi-Matte) - 3.4g/5ml,NARS,97365026028,Provides wide range of rich-pigmented matte colours Imparts a full-bodied  velvety finish on lips Contains micro-bubble spheres that continually release lip conditioners Non-drying formula & extra long wearing Nourishing with vitamin E,http://rcdn-1.fishpond.co.nz/0030/499/990/160130830/6.jpeg,lipstick
,NARS Lipstick - Senorita (Sheer) - 3.4g/5ml,NARS,97393026021,Provides wide range of sheer  natural tint colours Translucent formula Contains micro-bubble spheres that continually release lip conditioners Non-drying formula & extra long wearing Nourishing with vitamin E,http://rcdn-2.fishpond.co.nz/0030/498/207/160127365/6.jpeg,lipstick
,NARS Pure Matte Lipstick Tashkent 0ml,NARS,130841026027,NARS Pure Matte Lipstick  Tashkent,http://rcdn-1.fishpond.co.nz/0096/244/592/284236667/6.jpeg,lipstick
,NARS Lip Gloss - Greek Holiday 8g/10ml,NARS,607845016403,Nars - Lip Colour - Lip Gloss by Nars. Lip Gloss - Greek Holiday. 8g/10ml Provides luxurious shine & rich  sexy colour. Available in sheer  semi-sheer & creamy formulas. Colour stays true & long lasting. Features a wand for convenient application. Wear alone or over other lip products.,http://rcdn-2.fishpond.co.nz/0023/043/791/159752024/6.jpeg,lipstick
,NARS Lip Gloss - Belize 8g/10ml,NARS,607845016465,Nars - Lip Colour - Lip Gloss by Nars. Lip Gloss - Belize. 8g/10ml Provides luxurious shine & rich  sexy colour. Available in sheer  semi-sheer & creamy formulas. Colour stays true & long lasting. Features a wand for convenient application. Wear alone or over other lip products.,http://rcdn-2.fishpond.co.nz/0023/044/565/159752055/6.jpeg,lipstick
,NARS Ultra Smooth Lip Gloss Downtown Metallic Pink Lavender - 5ml (4gm),NARS,607845016526,Serious shine and sexy colour in sheer  semi-sheer and creamy formulas. Extremely wearable and versatile shades may be worn alone or over other lip formulas for added dimension. - Ultra-smooth  non-sticky  comfortable wear  - Enriched with Vitamin E to help lips feel supple and hydrated  - Iconic NARS shades,http://rcdn-4.fishpond.co.nz/0069/227/292/197209641/6.jpeg,lipstick
